10.33263,AMG Transcend Association
10.1167,Association for Research in Vision and Ophthalmology (ARVO)
10.1073,Proceedings of the National Academy of Sciences
10.1634,Alphamed Press
10.24217,FUAM (Fundacioon Universidad Autonoma de Madrid)
10.3126,Nepal Journals Online (JOL)
10.30699,"Farname, Inc."
10.21053,Korean Society of Otorhinolaryngology-Head and Neck Surgery
10.21474,International Journal Of Advanced Research
10.17094,Ataturk Universitesi Veteriner Bilimleri Dergisi
10.1071,CSIRO Publishing
10.35563,Universidad Nacional San Luis Gonzaga de Ica
10.1292,Japanese Society of Veterinary Science
10.33249,Zhytomyr National Agroecological University
10.17691,Journal Sovremennye Tehnologii v Medicine
10.3991,International Association of Online Engineering (IAOE)
10.21428,PubPub
10.22207,Journal of Pure and Applied Microbiology
10.2743,Japan Society of Veterinary Epidemiology
10.37473,"Rescognito, Inc."
10.29399,Turk Noropsikiyatri Dernegi
10.1051,EDP Sciences
10.1287,Institute for Operations Research and the Management Sciences (INFORMS)
10.14412,"IMA Press, LLC"
10.23936,Saludesa
10.31237,Center for Open Science
10.37708,Southwest University Neofit Rilski
10.7175,Seed SRL
10.1155,Hindawi Limited
10.1208,American Association of Pharmaceutical Scientists (AAPS)
10.1083,Rockefeller University Press
10.1203,Ovid Technologies (Wolters Kluwer Health)
10.1001,American Medical Association (AMA)
10.15557,Medical Communications Sp. z.o.o.
10.1211,Royal Pharmaceutical Society
10.3354,Inter-Research Science Center
10.24875,"Publicidad Permanyer, SLU"
10.5005,Jaypee Brothers Medical Publishing
10.12746,The Southwest Respiratory and Critical Care Chronicles (SWRCCC)
10.21748,American Oil Chemists Society
10.18632,"Impact Journals, LLC"
10.9785,Verlag Dr. Otto Schmidt
10.31646,University of New South Wales
10.1596,World Bank
10.7238,Fundacio per la Universitat Oberta de Catalunya
10.18231,Innovative Publication
10.12659,"International Scientific Information, Inc."
10.13005,Oriental Scientific Publishing Company
10.36422,National Association of Phthisiatricians
10.1089,Mary Ann Liebert Inc
10.24097,"Wolfram Research, Inc."
10.17221,Czech Academy of Agricultural Sciences
10.5897,Academic Journals
10.35787,Islamabad Medical and Dental College
10.22214,International Journal for Research in Applied Science and Engineering Technology (IJRASET)
10.14746,Adam Mickiewicz University Poznan
10.3386,National Bureau of Economic Research
10.5339,Hamad bin Khalifa University Press (HBKU Press)
10.26855,Hill Publishing Group Inc.
10.3145,Ediciones Profesionales de la Informacion SL
10.7439,Scholar Science Journals
10.21009,Universitas Negeri Jakarta
10.7759,"Cureus, Inc."
10.7589,Wildlife Disease Association
10.29333,Modestum Limited
10.7176,"International Institute for Science, Technology and Education"
10.35845,Khyber Medical University
10.3233,IOS Press
10.7189,International Global Health Society
10.14740,"Elmer Press, Inc."
10.4178,Korean Society of Epidemiology
10.31080,Acta Scientific Publications Pvt. Ltd.
10.1177,SAGE Publications
10.4414,"EMH Swiss Medical Publishers, Ltd."
10.1063,AIP Publishing
10.1308,Royal College of Surgeons of England
10.3743,Korean Society for Information Management
10.4187,Daedalus Enterprises
10.37978,Frontier Science Associates
10.15312,Eurasian Journal of Veterinary Sciences
10.17265,David Publishing Company
10.24115,Laplage em Revista
10.14264,University of Queensland Library
10.1164,American Thoracic Society
10.22265,Asociacion Colombiana de Nefrologia e Hipertension Arterial
10.17235,Sociedad Espanola de Patologia Digestiva (SEPD)
10.24844,Sociedad Mexicana de Investigacion y Divulgacion de la Educacion Matematica A. C.
10.9790,IOSR Journals
10.21470,Sociedade Brasileira de Cirurgia Cardiovascular
10.3904,Korean Association of Internal Medicine
10.1110,Crossref
10.29042,BioAxis DNA Research Centre
10.2147,Dove Medical Press Ltd.
10.1142,World Scientific Pub Co Pte Lt
10.7203,Universitat de Valencia
10.22456,Universidade Federal do Rio Grande do Sul
10.7454,"Universitas Indonesia, Directorate of Research and Public Service"
10.1681,American Society of Nephrology (ASN)
10.1192,Royal College of Psychiatrists
10.5152,AVES Publishing Co.
10.5812,Kowsar Medical Institute
10.21522,Texila Educational And Management Services
10.5430,Sciedu Press
10.1245,Springer Science and Business Media LLC
10.12775,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University
10.36074,European Scientific Platform
10.36863,Management et Data Science
10.1096,FASEB
10.22317,Naba'a Al-Hayat Foundation for Medical Sciences and Health Care
10.37410,Comitetul National Roman al Consiliului Mondial al Energiei
10.1021,American Chemical Society (ACS)
10.20953,Dynasty Publishing House
10.5553,Boom Uitgevers Den Haag
10.7748,RCN Publishing Ltd.
10.1556,Akademiai Kiado Zrt.
10.5853,Korean Stroke Society
10.5603,VM Media SP. zo.o VM Group SK
10.21859,Definitive International Institute of Life Science (DIILI Publication)
10.1124,American Society for Pharmacology & Experimental Therapeutics (ASPET)
10.14734,Korean Society of Perinatology
10.26226,Morressier
10.16966,"Sci Forschen, Inc."
10.30896,ANO Veterinary Medicine Journal
10.21215,The Korean Academy of Family Medicine
10.14744,Kare Publishing
10.1146,Annual Reviews
10.12688,F1000 Research Ltd
10.1161,Ovid Technologies (Wolters Kluwer Health)
10.12729,Research Institute of Veterinary Medicine
10.1385,Springer Science and Business Media LLC
10.1016,Elsevier BV
10.1186,Springer Science and Business Media LLC
10.38079,"Istanbul Gelisim University Journal of Health Sciences, Istanbul Gelisim University"
10.18576,Natural Sciences Publishing
10.15211,"Institute of Europe, Russian Academy of Sciences (IERAS)"
10.26434,American Chemical Society (ACS)
10.19052,Universidad de La Salle
10.2210,Worldwide Protein Data Bank
10.3390,MDPI AG
10.29322,International Journal of Scientific and Research Publications (IJSRP)
10.33266,All-Russian Centre for Disaster Medicine 'Zaschita' of Health Ministry of the RF
10.2217,Future Medicine Ltd
10.36811,RAFT IT and Publications Pvt Limited
10.9781,Universidad Internacional de La Rioja
10.1088,IOP Publishing
10.15698,Shared Science Publishers OG
10.21236,Defense Technical Information Center (DTIC)
10.11622,Singapore Medical Journal
10.31440,Don't forget the bubbles
10.31138,PCO Convin
10.37022,World Journal of Current Medical and Pharmaceutical Research
10.24840,University of Porto
10.1183,European Respiratory Society (ERS)
10.26782,Journal of Mechanics of Continua and Mathematical Sciences
10.33963,Polskie Towarzystwo Kardiologiczne
10.3201,Centers for Disease Control and Prevention (CDC)
10.5858,Archives of Pathology and Laboratory Medicine
10.1084,Rockefeller University Press
10.33448,"Research, Society and Development"
10.20535,Kyiv Politechnic Institute
10.5249,Journal of Injury and Violence Research
10.4140,American Society of Consultant Pharmacists
10.5296,"Macrothink Institute, Inc."
10.18567,Sociedad Espanola de Bioquimica y Biologia Molecular (SEBBM)
10.32782,Publishing House Helvetica
10.4102,AOSIS
10.21789,Universidad de Bogota Jorge Tadeo Lozano
10.17485,Indian Society for Education and Environment
10.1360,"Science China Press., Co. Ltd."
10.31857,The Russian Academy of Sciences
10.17352,Peertechz Publications Private Limited
10.3346,Korean Academy of Medical Sciences
10.3109,Informa UK Limited
10.24017,Sulaimani Polytechnic University
10.1080,Informa UK Limited
10.31224,Center for Open Science
10.18203,Medip Academy
10.37575,Scientific Journal of King Faisal University
10.1159,S. Karger AG
10.3352,Korea Health Personnel Licensing Examination Institute
10.21149,Instituto Nacional de Salud Publica
10.7326,American College of Physicians
10.33182,Transnational Press London
10.37351,Asociacion Andaluza de Cirujanos (ASAC)
10.3942,Protein Structure Initiative Structural Biology Knowledgebase (PSI SBKB)
10.3791,MyJove Corporation
10.12965,Korean Society of Exercise Rehabilitation
10.5433,Universidade Estadual de Londrina
10.21557,"East View Information Services, Inc."
10.1210,The Endocrine Society
10.3961,Korean Society for Preventive Medicine
10.4161,Informa UK Limited
10.24289,International Journal of Social Sciences and Education Research
10.32553,Innovative Library
10.1513,American Thoracic Society
10.5607,The Korean Society for Brain and Neural Science
10.12774,CABI Publishing
10.1166,American Scientific Publishers
10.2106,Ovid Technologies (Wolters Kluwer Health)
10.12816,"Al Manhal FZ, LLC"
10.7287,PeerJ
10.35940,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP
10.25115,Editorial Universidad de Almeria
10.29011,Gavin Publishers
10.24975,Centr Regionalnikh Issledovanij
10.3916,Grupo Comunicar
10.21603,Kemerovo State University
10.31014,Asian Institute of Research
10.24272,Zoological Research
10.18785,University of Southern Mississippi
10.29372,Revista Agronomia Brasileira
10.2967,Society of Nuclear Medicine
10.21767,Scitechnol Biosoft Pvt. Ltd.
10.5435,Ovid Technologies (Wolters Kluwer Health)
10.26717,"Biomedical Research Network, LLC"
10.33480,PPPM STMIK Nusa Mandiri
10.31269,Information Society Research
10.2166,IWA Publishing
10.21055,Russian Research Anti-Plague Institute Microbe
10.11604,Pan African Medical Journal
10.15789,SPb RAACI
10.30636,Center for Experimental and Behavioral Public Administration
10.33960,Fundacion Carolina
10.20944,MDPI AG
10.21673,Anadolu Klinigi Tip Bilimleri Dergisi
10.12691,"Science and Education Publishing Co., Ltd."
10.1920,Institute for Fiscal Studies
10.37881,NeuroPharmac Journal
10.5424,Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA)
10.17848,W.E. Upjohn Institute for Employment Research
10.5747,Associacao Prudentina de Educacao e Cultura (APEC)
10.1108,Emerald
10.14687,Uluslararasi Insan Bilimleri Dergisi
10.1542,American Academy of Pediatrics (AAP)
10.31226,Center for Open Science
10.15585,Centers for Disease Control MMWR Office
10.30773,Korean Neuropsychiatric Association
10.22206,Instituto Tecnologico de Santo Domingo (INTEC)
10.12935,Japan Veterinary Medical Association
10.30954,New Delhi Publishers
10.3325,Croatian Medical Journals
10.37200,Hampstead Psychological Associates
10.1590,FapUNIFESP (SciELO)
10.1503,Joule Inc.
10.31227,Center for Open Science
10.21897,Universidad de Cordoba
10.5606,Baycinar Tibbi Yayincilik
10.34257,Global Journals
10.1139,Canadian Science Publishing
10.22209,Corporacion Universitaria Remington
10.30574,GSC Online Press
10.5414,Dustri-Verlgag Dr. Karl Feistle
10.1029,American Geophysical Union (AGU)
10.5377,Latin America Journals Online
10.4172,OMICS Publishing Group
10.14251,Crisis and Emergency Management: Theory and Praxis
10.5958,Diva Enterprises Private Limited
10.1126,American Association for the Advancement of Science (AAAS)
10.14433,Association of American Geographers
10.30935,Bastas Publications
10.33763,State Educational-Scientific Establishment The Academy of Financial Management
10.22416,Russian Gastroenterolgocial Society
10.4209,Taiwan Association for Aerosol Research
10.1111,Wiley
10.12809,Hong Kong Academy of Medicine Press
10.36375,CALNESTOR Knowledge Solutions Private Limited
10.17157,Medicine Anthropology Theory
10.15690,Paediatrician Publishers LLC
10.24182,Publishing Agency Science and Education
10.1036,McGraw-Hill Professional
10.4000,OpenEdition
10.26442,MediaMedica
10.31556,Fund Gelios
10.20518,Turkish Journal of Public Health
10.24099,"Faculty of Veterinary Medicine, University of Zagreb"
10.35541,"Hospital for Skin Diseases, Institute of Dermatology, Chinese Academy of Medical Sciences"
10.32604,"Computers, Materials and Continua (Tech Science Press)"
10.31838,SynthesisHub Advance Scientific Research
10.2142,Biophysical Society of Japan
10.1136,BMJ
10.5582,International Research and Cooperation Association for Bio & Socio-Sciences Advancement (IRCA-BSSA)
10.34052,Instituto de Salud Publica de Chile
10.5495,Baishideng Publishing Group Inc.
10.29309,Independent Medical Trust
10.21037,AME Publishing Company
10.34119,Brazilian Journal of Health Review
10.1529,Elsevier BV
10.12788,"Frontline Medical Communications, Inc."
10.12932,"Allergy, Asthma, and Immunology Association of Thailand"
10.26419,AARP
10.2215,American Society of Nephrology (ASN)
10.17582,ResearchersLinks Ltd
10.22374,"Dougmar Publishing Group, Inc."
10.3832,Italian Society of Sivilculture and Forest Ecology (SISEF)
10.33258,Budapest International Research and Critics Institute
10.36300,REMASP
10.12692,International Journal of Biosciences
10.31525,Case Journals
10.31274,Iowa State University
10.21608,Egypts Presidential Specialized Council for Education and Scientific Research
10.6026,Biomedical Informatics
10.20396,Universidade Estadual de Campinas
10.37897,AMALTEA Medical Publishing House
10.2353,Elsevier BV
10.31344,International Journal of Human and Health Sciences IJHHS
10.22354,Asociacion Colombiana de Infectologia - ACIN
10.25248,Revista Eletronica Acervo Saude
10.11150,The Japanese Association for Infectious Diseases
10.21902,International Journal of Professional Business Review
10.31005,Sociedade Regional de Ensino e Saude LTDA
10.1197,Elsevier BV
10.20529,Forum for Medical Ethics Society
10.20986,Inspira Network Group
10.20452,Towarzystwo Internistow Polskich/Polish Society of Internal Medicine
10.5847,World Journal of Emergency Medicine
10.31205,Research Centre for East European Studies at the University of Bremen
10.1261,Cold Spring Harbor Laboratory
10.12968,Mark Allen Group
10.1158,American Association for Cancer Research (AACR)
10.35663,Colegio Medico del Peru
10.33393,Aboutscience Srl
10.35542,Center for Open Science
10.15694,Association for Medical Education in Europe (AMEE)
10.14776,The Korean Society of Pediatric Infectious Diseases
10.3928,"SLACK, Inc."
10.14322,Publons
10.1378,American College of Chest Physicians
10.46344,Innovative Association
10.18502,Knowledge E
10.36877,HH Publisher
10.4236,"Scientific Research Publishing, Inc."
10.19177,Universidade do Sul de Santa Catarina - UNISUL
10.21511,LLC CPC Business Perspectives
10.32440,Royal Spanish Academy of Medicine
10.2174,Bentham Science Publishers Ltd.
10.22141,Publishing House Zaslavsky
10.2807,European Centre for Disease Control and Prevention (ECDC)
10.2196,JMIR Publications Inc.
10.18235,Felipe Herrera Library (Inter-American Development Bank)
10.15420,Radcliffe Group Ltd
10.1037,American Psychological Association (APA)
10.1149,The Electrochemical Society
10.1253,Japanese Circulation Society
10.1515,Walter de Gruyter GmbH
10.3326,Institute of Public Finance
10.29121,Granthaalayah Publications and Printers
10.1787,Organisation for Economic Co-Operation and Development  (OECD)
10.4060,Food and Agriculture Organization of the United Nations (FAO)
10.5001,Oman Medical Journal
10.3343,Korean Society for Laboratory Medicine (KAMJE)
10.30714,Experimental Biomedical Research
10.9784,"Blay Publishers, LLC"
10.7753,Association of Technology and Science
10.2165,Springer Science and Business Media LLC
10.23880,Medwin Publishers
10.4142,The Korean Society of Veterinary Science
10.32329,Universite Arastirmalari Dergisi
10.15761,"Open Access Text Pvt, Ltd."
10.33438,International Journal of Disabilities Sports and Health Sciences
10.21786,Society for Science and Nature
10.1099,Microbiology Society
10.3181,Microbiology Society
10.4314,African Journals Online (AJOL)
10.5222,Logos Medical Publication (Logos Yayincilik Tic. A.S.)
10.34172,Maad Rayan Publishing Company
10.4238,Genetics and Molecular Research
10.25176,Instituto de Investigacion en Ciencias Biomedicas
10.3906,The Scientific and Technological Research Council of Turkey
10.5365,"World Health Organization, Western Pacific Regional Office"
10.3382,Oxford University Press (OUP)
10.3934,American Institute of Mathematical Sciences (AIMS)
10.12677,Hans Publishers
10.4067,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID)
10.20473,Universitas Airlangga
10.2222,Japanese Association of Virology
10.37184,Liaquat National Hospital and Medical College
10.12669,Pakistan Journal of Medical Sciences
10.31235,Center for Open Science
10.1039,Royal Society of Chemistry (RSC)
10.3892,Spandidos Publications
10.37821,Rajasthan University of Health Sciences
10.3389,Frontiers Media SA
10.4135,SAGE Publications
10.31741,International Journal of Health Research and Medico-Legal Practice
10.32471,LLC MORION
10.35975,Aga Khan University Hospital
10.37756,Biotechnology Kiosk
10.1182,American Society of Hematology
10.26719,World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO)
10.24945,eRelation AG
10.19082,Mehr Publishing Group
10.35948,Progettinrete Srl
10.29289,Mastology
10.31557,EpiSmart Science Vector Ltd
10.11156,AIBR - Asociacion de Antropologos Iberoamericanos en Red
10.1637,American Association of Avian Pathologists (AAAP)
10.3332,Ecancer Global Foundation
10.32417,Urals State Agrarian University
10.31228,Center for Open Science
10.38125,Journal of Biomedical Science Network LLC
10.37175,Innovation Publishing House Pte. Ltd.
10.21157,"Faculty of Veterinary Medicine, Syiah Kuala University (IVMA)"
10.21201,Oxfam GB
10.1504,Inderscience Publishers
10.20506,O.I.E (World Organisation for Animal Health)
10.1638,American Association of Zoo Veterinarians
10.25259,Scientific Scholar
10.29296,Russkiy Vrach Publishing House
10.2307,JSTOR
10.15381,"Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion"
10.3823,International Medical Publisher (Fundacion de Neurociencias)
10.32617,Entrepreneur and Innovation Exchange (EIX.org)
10.1055,Georg Thieme Verlag KG
10.7249,Rand Corporation
10.9775,Kafkas University
10.3855,Journal of Infection in Developing Countries
10.16891,"Revista Interfaces: Saude, Humanas e Technologia"
10.20873,Universidade Federal do Tocantins
10.36227,Institute of Electrical and Electronics Engineers (IEEE)
10.4081,PAGEPress Publications
10.4315,International Association for Food Protection
10.7150,Ivyspring International Publisher
10.32768,Archives of Breast Cancer
10.29252,Armenian Green Publishing Co.
10.15296,International Journal of Women's Health
10.1201,Informa UK Limited
10.15537,Saudi Medical Journal
10.22541,"Authorea, Inc."
10.24265,Universidad de San Martin de Porres
10.17077,The University of Iowa
10.5694,AMPCo
10.18332,E.U. European Publishing
10.4014,Korean Society for Microbiology and Biotechnology
10.18772,Wits University Press
10.4103,Medknow
10.5742,Medi + World International
10.5353,The University of Hong Kong Libraries
10.1371,Public Library of Science (PLoS)
10.22161,AI Publications
10.17219,Wroclaw Medical University
10.24911,Discover STM Publishing Ltd.
10.36772,Arabic Researcher ID
10.1620,Tohoku University Medical Press
10.4016,"SciVee, Inc"
10.31234,Center for Open Science
10.4149,"AEPress, s.r.o."
10.22627,Journal of Childrens Infections
10.46310,Turkish Journal of Internal Medicine
10.2214,American Roentgen Ray Society
10.33588,Viguera Editores SLU
10.14711,The Hong Kong University of Science and Technology Library
10.23950,JSC National Scientific Medical Research Center
10.18535,Valley International
10.7196,South African Medical Association NPC
10.24018,European Open Access Publishing (Europa Publishing)
10.4269,American Society of Tropical Medicine and Hygiene
10.31618,Consulting Group Education and Science LLC
10.5539,Canadian Center of Science and Education
10.7554,"eLife Sciences Publications, Ltd"
10.7197,Cumhuriyet Medical Journal
10.18488,Conscientia Beam
10.1257,American Economic Association
10.33140,Opast Group LLC
10.4093,Korean Diabetes Association
10.11134,National Center for Biotechnology
10.35366,GRAPHIMEDIC SA DE CV
10.31053,Universidad Nacional de Cordoba
10.21110,Instituto de Psicoterapia Relacional (IPR)
10.31124,SAGE Publications
10.7557,UiT The Arctic University of Norway
10.1162,MIT Press - Journals
10.38192,British Association of Physicians of Indian Origin
10.23937,ClinMed International Library
10.2471,WHO Press
10.22201,Universidad Nacional Autonoma de Mexico
10.17650,Publishing House ABV Press
10.25012,Journals and Authors Publications
10.11565,Chimera Innova Group
10.1615,Begell House
10.25298,Grodno State Medical University
10.20955,Federal Reserve Bank of St. Louis
10.31661,Salvia Medical Sciences Ltd
10.1212,Ovid Technologies (Wolters Kluwer Health)
10.31686,International Journal for Innovation Education and Research
10.25250,The Science Breaker
10.1038,Springer Science and Business Media LLC
10.5455,ScopeMed Publishing
10.3345,Korean Pediatric Society
10.3329,Bangladesh Journals Online (JOL)
10.3949,Cleveland Clinic Journal of Medicine
10.24171,E-Tree Publishing
10.2459,Ovid Technologies (Wolters Kluwer Health)
10.37423,Editora Conhecimento Livre
10.35772,National Center for Global Health and Medicine (JST)
10.1240,Elsevier BV
10.5960,Deutsche Zeitschrift Fur Sportmedizin/German Journal of Sports Medicine
10.11606,"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)"
10.30802,American Association for Laboratory Animal Science
10.1538,Japanese Association for Laboratory Animal Science
10.32641,Sociedad Chilena de Pediatria
10.17504,"ZappyLab, Inc."
10.37766,International Platform of Registered Systematic Review and Meta-analysis Protocols (INPLASY)
10.1023,Springer Science and Business Media LLC
10.31616,Asian Spine Journal (ASJ)
10.32657,Nanyang Technological University
10.20453,Universidad Peruana Cayetano Heredia
10.4321,Instituto de Salud Carlos III/BNCS/SciELO Espana
10.1152,American Physiological Society
10.1254,Japanese Pharmacological Society
10.5123,Instituto Evandro Chagas
10.37896,Engineering Skill Development
10.4062,The Korean Society of Applied Pharmacology
10.22233,British Small Animal Veterinary Association
10.36380,Journal of World's Poultry Research
10.26440,International Healthcare Research Journal
10.25237,Asociacion de Medicos Anestesiologos de Chile
10.21203,Research Square
10.20344,Ordem dos Medicos
10.33546,Belitung Nursing Journal
10.5765,Korean Academy of Child and Adolescent Psychiatry
10.1119,American Association of Physics Teachers (AAPT)
10.7191,University of Massachusetts Medical School
10.3917,CAIRN
10.31580,Readers Insight Publisher
10.1557,Cambridge University Press (CUP)
10.35994,Review of Human Rights (RHR)
10.32388,Qeios Ltd
10.1101,Cold Spring Harbor Laboratory
10.9734,Sciencedomain International
10.38157,Research Innovation Initiative
10.15829,"Silicea - Poligraf, LLC"
10.5271,"Scandinavian Journal of Work, Environment and Health"
10.31480,Transpopmed
10.18682,Fundacion Universidad de Palermo
10.17945,The Korean Society of Blood Transfusion
10.31368,Instituto Biologico
10.14293,ScienceOpen
10.18805,Agricultural Research Communication Center
10.1109,Institute of Electrical and Electronics Engineers (IEEE)
